36;21
37;3
38;3
39;9
39;38
40;17
40;21
41;13
43;26
44;22
46;42
47;48
47;1
48;1
48;31
49;0
49;7
1;21
2;1
2;13
3;40
3;9
5;39
5;18
6;24
10;17
10;8
11;16
13;2
13;44
14;22
15;35
15;36
16;11
16;26
17;35
20;12
21;7
21;14
22;9
22;25
23;10
24;9
24;13
26;17
26;10
27;48
27;44
29;40
30;28
30;19
32;1
33;11
34;44
34;11
35;12
36;15
38;21
40;23
41;26
43;22
44;34
44;37
46;27
47;1
47;9
0;47
0;17
3;25
4;17
4;49
5;13
6;4
8;23
8;36
10;34
10;29
11;9
12;1
13;32
13;5
14;26
14;15
15;40
17;42
18;25
19;32
20;0
21;41
21;17
23;33
23;4
27;46
27;36
30;2
31;48
32;0
32;45
34;47
35;49
35;12
36;0
36;21
37;27
37;12
39;35
39;16
40;26
42;33
43;40
43;15
44;9
44;28
45;3
46;43
0;22
2;6
2;41
3;35
7;16
7;12
9;11
9;15
10;17
10;1
12;13
13;34
13;31
14;36
14;40
16;17
17;37
17;25
19;42
19;23
22;38
24;20
25;8
25;27
29;23
29;18
30;12
30;17
31;45
31;17
32;29
33;15
34;1
36;17
36;8
37;25
37;18
38;32
40;21
40;4
42;34
42;1
46;20
46;6
47;44
47;1
48;45
49;24
0;9
0;37
1;32
2;22
2;34
3;39
6;7
7;20
8;33
8;25
9;14
9;18
10;13
11;34
11;40
12;39
12;0
13;0
16;44
16;5
17;42
17;19
18;40
23;7
26;25
26;37
27;41
27;44
28;18
30;6
31;23
31;45
32;40
33;22
33;30
34;1
34;32
36;40
38;37
39;7
39;3
40;48
41;2
44;43
44;33
45;23
46;36
47;32
48;30
48;6
49;9
49;6
1;7
1;27
2;9
7;32
7;18
9;47
10;14
11;23
11;18
14;9
16;10
16;5
17;20
18;5
18;12
20;13
22;17
24;23
25;32
25;13
26;10
26;23
29;0
29;28
30;12
31;43
32;15
33;13
34;5
34;37
36;48
38;11
39;38
40;45
42;36
43;9
43;38
44;1
45;23
46;43
48;33
49;24
49;18
0;15
0;21
1;0
1;27
2;32
2;46
5;31
5;33
7;19
7;15
8;17
8;15
9;46
9;37
12;20
13;12
13;25
18;7
18;27
19;10
19;45
20;32
20;16
21;1
22;3
22;19
23;34
24;37
26;34
26;5
27;38
27;7
28;9
28;1
30;15
30;33
31;46
32;7
33;22
34;7
35;49
37;17
37;43
38;34
38;23
39;7
41;27
41;7
42;18
42;17
43;15
43;1
44;6
44;33
45;23
49;22
0;21
0;9
1;34
1;45
3;28
3;19
4;27
4;40
6;41
7;15
7;36
8;25
9;22
9;1
10;40
12;17
12;16
14;47
15;20
15;21
19;4
19;24
20;38
21;47
21;10
22;25
22;8
23;5
24;29
24;30
25;11
25;40
26;46
27;38
27;18
29;28
30;21
30;17
31;26
32;45
33;29
33;22
35;15
35;47
38;30
40;22
42;36
42;0
44;19
45;1
46;29
46;14
47;33
47;1
48;15
48;2
49;23
0;49
1;15
1;25
2;1
2;33
4;18
6;1
6;25
7;31
8;14
8;0
9;29
10;44
10;38
14;38
14;1
15;40
15;10
16;7
17;38
17;4
18;4
20;9
20;28
21;38
21;27
23;7
23;5
25;12
26;25
26;42
28;34
31;34
31;9
32;42
35;12
35;17
39;29
40;21
40;46
41;40
42;32
44;33
45;38
47;29
0;5
2;32
2;24
3;49
5;34
5;29
6;7
6;2
7;49
7;25
9;44
9;26
10;20
10;43
12;22
14;36
14;16
16;27
16;5
18;33
19;27
24;36
24;38
25;12
26;36
27;42
28;44
28;19
33;1
35;42
36;20
36;42
37;24
40;47
40;5
43;13
44;4
44;21
45;35
46;18
46;2
47;23
47;11
48;9
48;18
49;46
49;1
1;13
1;30
2;9
2;22
6;23
6;17
7;32
7;40
8;5
8;37
9;35
9;20
10;23
10;0
11;40
11;19
13;11
14;39
15;14
15;1
16;13
16;47
19;48
20;28
20;48
21;15
21;1
23;26
24;30
24;18
25;14
25;12
27;25
31;33
32;0
32;45
33;12
33;22
34;25
35;6
35;40
36;9
36;41
38;28
38;31
40;10
41;13
41;10
42;27
42;9
43;32
43;30
44;1
45;5
45;11
47;9
48;14
48;11
49;3
49;20
2;26
3;48
3;21
4;16
4;3
5;49
5;28
7;13
8;35
8;1
10;31
12;25
12;3
14;29
16;15
16;18
18;24
18;26
20;10
20;16
22;44
23;7
23;32
26;33
26;17
28;22
30;32
30;5
32;10
32;43
34;29
35;13
36;34
37;19
37;47
38;9
39;2
40;37
41;21
41;14
42;1
42;17
43;40
45;40
46;25
48;24
0;32
0;33
1;19
2;28
3;38
3;22
4;37
4;19
5;43
5;2
6;24
6;27
8;34
9;41
11;7
12;16
12;46
13;14
13;32
15;23
16;39
18;41
18;8
20;4
20;12
23;18
25;1
26;25
27;15
27;19
28;39
28;22
30;40
31;33
31;44
32;15
33;43
34;42
34;46
36;25
37;18
38;43
38;17
39;35
39;42
41;14
41;8
42;49
42;28
43;2
43;18
44;4
45;35
45;5
47;17
48;43
48;3
49;31
0;44
0;7
2;9
2;22
3;18
5;14
5;32
7;23
7;0
9;20
9;0
10;24
12;40
12;21
13;32
13;40
14;4
15;26
15;37
16;18
17;29
19;17
20;5
20;41
21;25
21;9
23;18
24;13
26;5
27;40
27;28
31;5
32;27
32;5
34;24
34;43
35;21
35;48
36;18
39;3
42;11
42;38
44;14
45;47
45;19
47;45
47;5
49;3
49;46
0;15
0;44
1;26
2;33
2;1
3;43
8;41
9;6
10;32
10;35
11;36
11;9
12;25
15;0
15;47
16;4
17;0
17;12
19;28
20;46
20;40
21;43
21;24
22;16
24;7
24;13
25;21
26;10
27;35
30;9
31;17
31;12
32;7
32;46
33;23
35;1
38;24
39;7
40;23
40;31
43;22
44;40
44;47
45;11
46;3
46;33
47;17
49;39
0;18
3;43
3;29
4;44
5;16
8;31
8;40
10;7
10;18
11;28
11;47
14;19
15;7
16;21
16;5
19;20
19;45
21;13
23;6
24;9
25;27
25;28
27;38
27;14
28;9
28;12
29;37
30;20
30;10
31;7
31;23
32;17
33;42
35;11
35;6
37;29
37;35
39;15
39;30
40;44
40;0
41;36
42;37
42;46
43;23
43;13
44;1
44;0
45;43
45;22
48;28
1;11
1;41
2;1
2;0
3;13
3;14
4;5
5;7
5;8
6;27
6;5
7;14
8;10
9;6
10;49
10;29
11;36
11;0
12;21
13;15
13;0
14;21
15;18
16;35
16;4
18;12
18;3
20;35
20;7
21;38
22;12
23;38
28;48
28;32
29;47
31;9
32;25
32;12
33;4
34;22
37;1
38;8
38;27
39;31
40;4
40;32
41;7
41;6
43;11
45;7
45;40
46;43
48;20
48;38
49;24
49;16
2;29
4;40
4;20
6;40
6;46
7;26
8;33
8;9
11;5
14;35
15;41
16;1
16;7
19;6
20;4
21;5
21;25
22;10
23;4
26;24
27;0
28;34
29;0
29;38
31;2
32;28
32;3
33;13
34;17
36;46
36;9
37;6
38;20
38;24
40;44
40;14
42;7
42;28
43;5
44;10
44;41
45;39
47;33
48;23
49;8
49;2
1;40
1;19
3;8
3;27
4;49
10;46
11;24
12;47
14;16
15;41
16;45
19;38
21;45
24;7
24;20
28;24
28;43
29;15
29;40
30;37
31;42
31;3
32;28
35;24
38;28
38;46
40;7
40;30
43;37
43;40
44;36
44;47
45;28
45;13
48;26
48;10
49;30
0;1
0;27
1;46
2;16
2;18
3;38
3;17
4;49
7;25
7;16
8;46
12;7
12;46
16;25
18;26
19;11
20;40
20;36
22;42
22;40
23;31
25;46
27;1
28;37
31;49
32;38
33;17
33;41
34;47
39;13
39;1
40;33
41;14
42;11
42;32
43;36
43;48
46;40
46;22
47;20
47;15
48;21
49;40
0;32
0;47
1;40
2;23
2;1
3;16
3;4
4;1
4;36
5;35
7;3
9;20
9;14
11;34
12;42
12;40
13;23
15;13
16;7
17;39
22;7
23;16
23;1
24;40
26;8
27;6
27;42
28;9
28;3
29;30
29;13
34;49
34;35
35;30
36;16
36;10
40;15
40;46
41;4
44;13
47;20
48;47
48;10
1;24
5;27
5;40
6;29
6;1
7;38
7;18
8;46
9;22
12;8
16;44
17;7
17;8
19;44
21;1
22;20
23;8
24;30
25;31
26;28
28;26
29;40
29;42
30;15
32;8
34;43
34;23
35;45
36;43
36;29
37;29
38;13
38;18
40;12
41;5
41;19
43;4
44;1
46;18
46;39
47;4
0;47
0;37
1;17
1;5
3;8
4;13
4;5
5;19
6;16
6;27
7;14
7;3
8;27
8;28
9;23
9;30
10;9
10;40
12;7
12;1
14;44
15;6
17;36
17;48
18;27
18;32
19;14
19;43
21;9
21;12
22;29
22;24
24;13
25;21
25;32
26;6
27;4
27;40
28;39
30;44
31;25
31;44
32;15
32;38
35;24
36;9
38;43
38;40
39;24
40;19
40;1
41;16
41;1
42;17
42;26
43;7
43;12
44;25
45;42
45;9
46;40
48;22
48;40
49;38
49;20
0;29
0;23
2;17
2;16
3;13
5;26
5;1
6;37
7;23
8;1
8;17
9;10
9;23
11;46
12;8
13;44
13;45
14;2
17;31
18;45
18;47
19;47
19;25
20;0
20;38
21;18
22;25
22;16
24;9
25;36
25;21
27;34
27;6
29;18
29;20
31;36
31;5
34;31
36;31
36;44
38;31
39;17
42;32
42;1
43;2
44;36
44;13
46;5
46;33
48;9
48;35
49;47
0;46
0;40
2;30
4;14
4;0
5;32
5;36
6;40
7;1
7;40
8;30
9;47
9;25
11;2
13;10
15;6
15;10
17;40
18;34
18;35
19;17
19;16
20;14
20;15
21;37
22;40
23;38
23;27
25;4
25;17
27;24
27;26
28;2
31;42
32;18
33;9
33;39
34;47
36;11
37;25
37;38
38;2
38;18
40;20
41;38
41;35
42;7
42;12
44;24
45;43
47;20
48;32
49;41
49;47
0;29
0;40
3;32
3;18
4;7
4;2
5;28
5;9
7;18
7;14
8;9
11;40
11;17
12;34
12;18
13;43
13;36
14;12
14;15
15;1
15;23
16;11
16;34
18;5
18;23
20;13
21;14
21;19
22;40
23;40
24;18
29;37
29;4
30;18
30;36
31;25
31;33
35;0
35;10
36;49
38;9
39;9
42;32
42;1
43;7
43;8
44;29
45;47
45;13
46;13
49;12
49;35
2;4
4;11
6;36
7;44
8;16
9;13
10;1
10;23
12;40
12;7
13;3
16;27
16;8
17;20
17;48
18;16
20;7
22;9
22;15
23;17
24;18
24;17
25;45
26;47
27;5
27;33
28;6
29;44
30;37
30;0
31;43
32;7
34;23
35;10
36;40
36;8
37;4
37;39
38;12
40;30
41;11
43;40
43;30
44;16
47;35
1;24
1;44
2;34
2;38
3;8
4;1
4;9
5;33
5;34
7;1
8;41
9;5
9;21
12;36
13;6
14;15
14;32
15;12
16;43
16;28
18;33
19;17
19;7
20;9
20;16
22;23
22;7
24;33
24;19
25;10
26;5
26;46
27;42
28;34
31;27
31;23
32;18
34;9
35;19
35;25
36;40
36;29
37;29
37;26
41;7
41;9
43;14
46;43
47;1
47;36
48;4
48;22
49;32
49;40
0;1
0;40
1;0
3;13
3;14
4;44
5;11
5;47
6;35
8;44
9;15
9;49
10;14
11;2
11;22
13;1
15;23
17;29
18;38
19;13
22;15
23;17
23;48
24;10
24;3
25;27
25;17
26;34
26;40
29;32
30;10
30;14
31;29
31;25
32;28
33;49
33;12
34;42
35;43
35;47
36;6
36;40
37;44
37;4
38;17
39;1
40;18
41;48
44;9
45;37
45;13
46;26
46;45
47;40
48;39
49;17
1;46
1;16
6;23
7;42
8;26
10;11
11;19
11;25
13;26
14;4
14;20
15;12
15;40
17;13
18;21
18;45
21;29
22;39
23;7
23;1
24;33
25;41
25;14
29;18
30;19
30;18
31;32
32;38
34;17
34;1
36;32
36;13
37;9
38;7
39;9
40;14
40;37
41;17
41;29
43;20
44;35
45;5
45;15
47;39
48;13
48;49
49;1
49;44
0;15
1;23
1;47
4;27
5;40
5;36
7;14
8;40
9;36
9;23
10;3
12;17
13;36
14;20
14;17
17;9
17;1
19;23
19;25
20;14
21;39
22;12
24;5
24;3
25;42
25;13
26;12
27;7
28;13
28;12
29;16
30;17
32;37
33;14
33;35
34;10
34;28
36;45
37;9
37;32
38;13
41;21
41;38
42;38
42;0
43;11
43;42
44;42
45;0
46;4
47;8
47;26
48;19
49;22
49;28
0;49
0;18
1;34
1;7
3;29
3;48
4;1
5;20
7;6
8;1
8;4
10;49
10;12
12;8
13;17
13;46
14;34
14;25
15;18
16;29
17;9
17;4
19;5
19;38
20;39
21;36
22;32
23;20
25;0
29;47
29;39
30;21
30;40
31;42
33;15
33;6
34;32
34;33
35;17
36;47
36;38
38;23
38;4
40;33
40;26
42;22
42;20
47;7
47;21
48;15
48;26
0;17
0;1
3;32
5;17
5;15
6;30
9;15
9;3
10;3
10;36
11;9
12;38
12;32
13;10
14;4
15;25
15;32
16;42
17;9
18;7
18;1
19;38
24;30
24;21
27;41
27;32
29;3
29;18
30;20
31;36
31;40
32;9
32;4
33;13
33;45
34;12
36;6
36;2
37;12
37;47
38;9
39;37
40;46
40;18
41;9
43;49
44;11
45;40
45;7
48;24
48;8
49;19
4;5
4;41
6;11
7;4
8;11
8;46
9;31
10;1
11;38
11;31
12;44
13;26
14;7
15;2
15;7
16;4
16;6
17;27
17;43
18;5
19;3
19;21
20;15
23;9
23;17
25;22
26;30
26;40
27;36
27;11
34;35
34;11
35;0
38;37
38;12
39;13
40;29
41;23
41;7
42;40
45;43
45;21
46;29
47;17
47;30
48;10
48;1
49;0
2;45
3;15
3;40
4;43
5;4
5;35
7;26
8;18
8;42
9;4
9;43
10;7
10;12
12;25
13;36
14;24
15;38
15;26
16;6
17;33
17;13
19;42
19;37
20;38
21;1
21;49
22;32
22;46
23;41
25;3
25;28
26;16
26;18
28;31
28;13
29;28
29;42
31;49
34;14
36;40
36;17
40;48
40;2
42;44
42;1
43;26
44;32
47;11
47;1
49;3
49;27
0;25
1;5
1;3
2;35
4;1
4;0
5;25
6;30
6;39
7;22
8;17
11;16
13;16
16;47
19;45
19;42
20;36
21;9
21;30
24;40
25;20
25;11
26;7
26;45
28;33
29;12
29;30
31;12
32;8
34;47
35;2
38;7
38;0
39;7
39;14
41;4
42;2
43;25
44;12
48;2
49;12
1;4
1;46
2;40
3;44
3;29
4;28
6;7
6;42
7;19
7;12
8;23
8;37
9;17
12;42
13;41
14;36
15;25
15;42
16;6
16;32
17;46
17;0
18;47
18;1
19;40
19;13
20;24
20;5
21;45
21;39
22;9
24;36
24;21
26;34
26;37
27;40
29;12
29;47
32;17
32;8
33;8
33;5
35;23
35;7
37;5
37;12
38;6
38;32
39;36
40;2
40;4
43;0
43;42
44;40
45;15
47;2
48;15
1;14
3;10
3;12
4;6
5;33
5;0
6;20
7;46
8;11
9;27
9;49
10;1
11;43
11;19
12;35
13;18
13;23
14;44
15;40
16;7
20;48
20;22
22;49
22;13
23;9
23;48
25;27
26;17
28;18
31;11
31;20
33;49
34;0
34;49
35;28
36;18
36;14
37;9
37;3
38;31
38;22
39;12
40;33
40;25
46;7
46;43
47;0
47;34
0;18
2;38
2;23
3;29
4;7
4;38
7;18
7;35
10;19
10;8
12;30
14;13
16;35
16;42
18;34
18;10
19;2
20;17
20;49
21;40
23;29
25;24
25;31
27;17
27;43
29;8
29;19
30;1
30;47
31;44
31;9
32;38
32;13
33;46
33;48
38;24
39;18
39;24
40;46
40;19
41;13
41;3
43;1
43;32
44;37
45;41
45;1
47;49
48;49
48;46
49;16
0;17
1;3
1;7
2;40
4;1
5;25
6;47
7;49
10;9
10;45
11;28
12;18
13;23
15;1
15;49
16;7
17;29
17;26
18;43
19;41
20;17
21;20
21;19
25;7
27;44
30;7
30;29
32;40
32;7
33;39
33;17
34;43
35;13
35;4
36;8
36;21
38;6
39;17
39;37
40;31
42;35
43;7
44;7
45;17
45;13
46;8
47;25
47;38
48;7
49;45
49;6
1;19
2;24
4;37
4;11
7;42
9;4
9;14
10;37
10;0
13;18
13;46
14;15
15;29
17;33
17;18
19;9
21;33
22;26
22;15
23;12
24;33
26;3
26;25
28;18
28;0
29;45
29;17
30;1
31;38
31;16
32;36
32;7
33;46
34;40
35;21
35;13
36;28
36;10
39;16
40;9
41;11
42;36
43;18
43;25
44;45
45;29
45;27
47;40
47;28
48;6
49;29
49;4
3;40
3;23
5;44
5;1
7;1
7;14
9;40
10;5
10;28
11;40
11;42
12;34
12;0
13;11
14;24
14;27
15;36
15;6
16;29
16;9
17;44
17;5
19;29
20;24
21;23
21;28
24;1
24;17
25;33
26;23
28;38
30;12
30;29
32;29
33;40
33;43
34;9
35;39
35;10
36;13
37;47
38;19
39;20
39;27
40;18
41;25
41;11
43;24
45;44
46;17
46;12
49;9
49;12
0;41
1;43
4;39
6;28
6;47
9;46
10;42
10;37
11;0
11;20
13;22
14;36
14;40
16;7
16;35
17;18
19;9
20;19
20;7
23;12
24;4
24;21
26;40
26;27
27;47
29;7
30;0
31;7
31;37
33;47
33;48
34;29
35;42
35;11
38;40
38;7
39;25
40;44
40;20
43;34
43;38
45;38
46;5
48;17
48;37
49;14
